timestamp,log_type,latitude,longitude,altitude_m,max_temp_c,hotspot_count,hotspot_size
2026-04-08 09:01:32.610818,Detection,0,0,0,35.78750000000002,1,5.5
2026-04-08 09:01:32.648109,Detection,0,0,0,35.85000000000002,1,6.0
2026-04-08 09:01:32.687712,Detection,0,0,0,35.85000000000002,1,9.5
2026-04-08 09:01:32.727691,Detection,0,0,0,35.72500000000002,1,6.0
2026-04-08 09:01:32.768116,Detection,0,0,0,35.78750000000002,1,7.5
2026-04-08 09:01:32.807606,Detection,0,0,0,35.72500000000002,1,6.0
2026-04-08 09:01:32.847976,Detection,0,0,0,35.72500000000002,1,8.5
2026-04-08 09:01:32.887621,Detection,0,0,0,35.72500000000002,1,6.5
2026-04-08 09:01:32.927920,Detection,0,0,0,35.72500000000002,1,7.0
2026-04-08 09:01:32.967611,Detection,0,0,0,35.78750000000002,1,7.0
2026-04-08 09:01:33.007892,Detection,0,0,0,35.78750000000002,1,7.5
2026-04-08 09:01:33.047636,Detection,0,0,0,35.72500000000002,1,6.5
2026-04-08 09:01:33.447536,Detection,0,0,0,35.78750000000002,1,6.0
2026-04-08 09:01:33.487905,Detection,0,0,0,35.72500000000002,1,6.5
2026-04-08 09:01:33.527597,Detection,0,0,0,35.72500000000002,1,6.5
2026-04-08 09:01:33.568073,Detection,0,0,0,35.60000000000002,1,5.5
2026-04-08 09:01:33.647881,Detection,0,0,0,35.66250000000002,1,6.5
2026-04-08 09:01:33.687559,Detection,0,0,0,35.60000000000002,1,6.0
2026-04-08 09:01:33.727959,Detection,0,0,0,35.66250000000002,1,7.0
2026-04-08 09:01:33.767530,Detection,0,0,0,35.66250000000002,1,9.0
2026-04-08 09:01:33.807992,Detection,0,0,0,35.72500000000002,1,7.5
2026-04-08 09:01:33.847452,Detection,0,0,0,35.72500000000002,1,6.5
2026-04-08 09:01:33.887845,Detection,0,0,0,35.78750000000002,1,12.0
2026-04-08 09:01:33.927555,Detection,0,0,0,35.78750000000002,1,7.0
2026-04-08 09:01:34.087469,Detection,0,0,0,35.60000000000002,1,6.5
2026-04-08 09:01:34.127813,Detection,0,0,0,35.72500000000002,1,6.0
2026-04-08 09:01:34.167858,Detection,0,0,0,35.72500000000002,1,6.5
2026-04-08 09:01:34.207921,Detection,0,0,0,35.66250000000002,2,16.5
2026-04-08 09:01:34.247750,Detection,0,0,0,35.60000000000002,2,17.5
2026-04-08 09:01:34.287774,Detection,0,0,0,35.72500000000002,2,20.0
2026-04-08 09:01:34.327593,Detection,0,0,0,35.53750000000002,2,16.5
2026-04-08 09:01:34.367999,Detection,0,0,0,35.66250000000002,2,16.0
2026-04-08 09:01:34.407533,Detection,0,0,0,35.72500000000002,2,16.0
2026-04-08 09:01:34.448016,Detection,0,0,0,35.72500000000002,1,11.5
2026-04-08 09:01:34.487574,Detection,0,0,0,35.66250000000002,2,25.5
2026-04-08 09:01:34.527864,Detection,0,0,0,35.60000000000002,1,12.0
2026-04-08 09:01:34.567548,Detection,0,0,0,35.72500000000002,1,12.5
2026-04-08 09:01:34.607857,Detection,0,0,0,35.41250000000002,1,9.5
2026-04-08 09:01:34.647665,Detection,0,0,0,35.41250000000002,2,14.5
2026-04-08 09:01:34.687767,Detection,0,0,0,35.41250000000002,2,14.0
2026-04-08 09:01:34.727691,Detection,0,0,0,35.47500000000002,1,13.0
2026-04-08 09:01:34.767967,Detection,0,0,0,35.41250000000002,2,20.5
2026-04-08 09:01:34.807619,Detection,0,0,0,35.41250000000002,2,53.0
2026-04-08 09:01:34.848186,Detection,0,0,0,35.35000000000002,2,46.0
2026-04-08 09:01:34.967438,Detection,0,0,0,35.35000000000002,3,39.5
2026-04-08 09:01:35.007760,Detection,0,0,0,35.28750000000002,3,39.5
2026-04-08 09:01:35.047616,Detection,0,0,0,35.41250000000002,3,32.5
2026-04-08 09:01:35.087974,Detection,0,0,0,35.47500000000002,3,52.5
2026-04-08 09:01:35.127593,Detection,0,0,0,35.41250000000002,3,42.5
2026-04-08 09:01:35.168079,Detection,0,0,0,35.41250000000002,2,28.0
2026-04-08 09:01:35.207568,Detection,0,0,0,35.41250000000002,2,26.0
2026-04-08 09:01:35.248027,Detection,0,0,0,35.28750000000002,1,10.5
2026-04-08 09:01:35.287422,Detection,0,0,0,35.28750000000002,3,50.5
2026-04-08 09:01:35.327864,Detection,0,0,0,35.16250000000002,1,6.0
