timestamp,log_type,latitude,longitude,altitude_m,max_temp_c,hotspot_count,hotspot_size
2026-04-08 11:04:37.840585,Heartbeat,0,0,0,,,
2026-04-08 11:04:47.880910,Heartbeat,0,0,0,,,
2026-04-08 11:04:57.920717,Heartbeat,0,0,0,,,
2026-04-08 11:05:07.957168,Heartbeat,0,0,0,,,
2026-04-08 11:05:17.996996,Heartbeat,0,0,0,,,
2026-04-08 11:05:28.037272,Heartbeat,0,0,0,,,
2026-04-08 11:05:38.076976,Heartbeat,0,0,0,,,
2026-04-08 11:05:48.113192,Heartbeat,0,0,0,,,
2026-04-08 11:05:58.153108,Heartbeat,0,0,0,,,
2026-04-08 11:06:08.194502,Heartbeat,0,0,0,,,
2026-04-08 11:06:18.233109,Heartbeat,0,0,0,,,
2026-04-08 11:06:28.269479,Heartbeat,0,0,0,,,
2026-04-08 11:06:38.309111,Heartbeat,0,0,0,,,
2026-04-08 11:06:48.349448,Heartbeat,0,0,0,,,
2026-04-08 11:06:58.389417,Heartbeat,0,0,0,,,
2026-04-08 11:07:08.425657,Heartbeat,0,0,0,,,
2026-04-08 11:07:18.465274,Heartbeat,0,0,0,,,
2026-04-08 11:07:28.505719,Heartbeat,0,0,0,,,
2026-04-08 11:07:38.505982,Heartbeat,0,0,0,,,
2026-04-08 11:07:48.541442,Heartbeat,0,0,0,,,
2026-04-08 11:07:58.581794,Heartbeat,0,0,0,,,
2026-04-08 11:08:08.621618,Heartbeat,0,0,0,,,
2026-04-08 11:08:18.661954,Heartbeat,0,0,0,,,
2026-04-08 11:08:28.697680,Heartbeat,0,0,0,,,
2026-04-08 11:08:38.737796,Heartbeat,0,0,0,,,
2026-04-08 11:08:48.777724,Heartbeat,0,0,0,,,
2026-04-08 11:08:58.817987,Heartbeat,0,0,0,,,
2026-04-08 11:09:08.853696,Heartbeat,0,0,0,,,
2026-04-08 11:09:18.894197,Heartbeat,0,0,0,,,
2026-04-08 11:09:28.933886,Heartbeat,0,0,0,,,
2026-04-08 11:09:38.975659,Heartbeat,0,0,0,,,
2026-04-08 11:09:49.009896,Heartbeat,0,0,0,,,
2026-04-08 11:09:59.050403,Heartbeat,0,0,0,,,
2026-04-08 11:10:09.089905,Heartbeat,0,0,0,,,
2026-04-08 11:10:19.130294,Heartbeat,0,0,0,,,
2026-04-08 11:10:29.166700,Heartbeat,0,0,0,,,
2026-04-08 11:10:39.206468,Heartbeat,0,0,0,,,
2026-04-08 11:10:49.246181,Heartbeat,0,0,0,,,
2026-04-08 11:10:59.286425,Heartbeat,0,0,0,,,
2026-04-08 11:11:09.326239,Heartbeat,0,0,0,,,
2026-04-08 11:11:19.362689,Heartbeat,0,0,0,,,
2026-04-08 11:11:29.402173,Heartbeat,0,0,0,,,
2026-04-08 11:11:39.442615,Heartbeat,0,0,0,,,
2026-04-08 11:11:49.482344,Heartbeat,0,0,0,,,
2026-04-08 11:11:59.518802,Heartbeat,0,0,0,,,
2026-04-08 11:12:09.558452,Heartbeat,0,0,0,,,
2026-04-08 11:12:19.598866,Heartbeat,0,0,0,,,
2026-04-08 11:12:29.599496,Heartbeat,0,0,0,,,
2026-04-08 11:12:39.634766,Heartbeat,0,0,0,,,
2026-04-08 11:12:49.675012,Heartbeat,0,0,0,,,
2026-04-08 11:12:59.714860,Heartbeat,0,0,0,,,
2026-04-08 11:13:09.754863,Heartbeat,0,0,0,,,
2026-04-08 11:13:19.790640,Heartbeat,0,0,0,,,
2026-04-08 11:13:29.831087,Heartbeat,0,0,0,,,
2026-04-08 11:13:39.870789,Heartbeat,0,0,0,,,
2026-04-08 11:13:49.911122,Heartbeat,0,0,0,,,
2026-04-08 11:13:59.946819,Heartbeat,0,0,0,,,
2026-04-08 11:14:09.987339,Heartbeat,0,0,0,,,
2026-04-08 11:14:20.026904,Heartbeat,0,0,0,,,
2026-04-08 11:14:30.067581,Heartbeat,0,0,0,,,
2026-04-08 11:14:40.103095,Heartbeat,0,0,0,,,
2026-04-08 11:14:50.143285,Heartbeat,0,0,0,,,
2026-04-08 11:15:00.183111,Heartbeat,0,0,0,,,
2026-04-08 11:15:10.223457,Heartbeat,0,0,0,,,
2026-04-08 11:15:20.259234,Heartbeat,0,0,0,,,
2026-04-08 11:15:30.299440,Heartbeat,0,0,0,,,
2026-04-08 11:15:40.339265,Heartbeat,0,0,0,,,
2026-04-08 11:15:50.379874,Heartbeat,0,0,0,,,
